Brand,Model,CC,Type,Province,Distance,Condition,Price,Age
Vespa,Sprints,150,Scooter,Phrae,40175,Bad,62500.0,11
Yamaha,XSR155,160,Sport,Chonburi,48099,Broken,28600.0,1
Yamaha,YZF-R15,150,Sport,Phang Nga,42436,Excellent,37500.0,10
Suzuki,Smash,110,Underbone,Ayutthaya,25157,Excellent,29100.0,6
Lambretta,Lambretta X,160,Scooter,Trang,23742,Fair,59600.0,0
Suzuki,J Crossover,2500,Underbone,Chiang Mai,4501,Excellent,1.0,3
Yamaha,YZF-R15,300,Sport,Surat Thani,26029,Bad,32000.0,6
Lambretta,Lambretta V,110,Scooter,Chachoengsao,1304,Broken,55100.0,15
Yamaha,NMax 155,150,Scooter,Amnat Charoen,38257,Excellent,44500.0,1
Suzuki,GSX R150,125,Sport,Sakon Nakhon,9628,Good,24200.0,5
Honda,CBR 300R,125,Sport,Chiang Mai,9922,Broken,23200.0,7
Honda,Dream 110,110,Underbone,Pathum Thani,43055,Bad,27100.0,15
Suzuki,GSX R150,110,Sport,Nong Khai,13009,Broken,18100.0,8
Vespa,GTS,125,Scooter,Lamphun,5595,Excellent,69200.0,4
Honda,CBR 300R,110,Sport,Nakhon Pathom,11273,Fair,27100.0,6
Honda,Click 160,155,Scooter,Phichit,27041,Fair,34600.0,11
Honda,CBR 300R,110,Sport,Mae Hong Son,189,Good,29100.0,3
Yamaha,Spark 110i,125,Underbone,Amnat Charoen,972,Broken,30200.0,10
Honda,Click 160,160,Scooter,Trang,17755,Fair,34600.0,6
Suzuki,GSX R150,300,Sport,Prachuap Khiri Khan,21791,Excellent,29000.0,15
Yamaha,XSR155,150,Sport,Trat,41464,Fair,32500.0,11
Yamaha,Spark 110i,155,Underbone,Narathiwat,15954,Broken,30600.0,7
Yamaha,XSR155,160,Sport,Songkhla,48655,Bad,30600.0,12
Honda,Click 125,160,Scooter,Trat,43188,Excellent,39600.0,11
,MT-15,110,Sport,Phang Nga,19059,,,0
Suzuki,GSX R150,300,Sport,Samut Sakhon,46397,Bad,22000.0,0
Lambretta,Lambretta V,300,Scooter,Pattaya,29798,Broken,57000.0,3
Suzuki,Raider 150,155,Sport,Mae Hong Son,9560,Broken,18600.0,0
Vespa,Primavera,110,Scooter,Kanchanaburi,19717,Fair,64100.0,4
Suzuki,Raider 150,110,Sport,Phayao,6371,Bad,20100.0,3
Lambretta,Lambretta X,125,Scooter,Yasothon,5249,Bad,57200.0,10
Yamaha,YZF-R15,300,Sport,Samut Prakan,7489,Good,36000.0,12
Honda,PCX 160,155,Scooter,Phayao,2263,Excellent,39600.0,1
Honda,PCX 160,160,Scooter,Nakhon Phanom,36406,Excellent,39600.0,7
Honda,Wave 110i,160,Underbone,Phang Nga,20159,Good,31600.0,7
Honda,Wave 125,110,Underbone,Phitsanulok,33694,Broken,25100.0,12
Vespa,Sprints,150,Scooter,Pathum Thani,42903,Bad,62500.0,13
Honda,Sonic 125,300,Underbone,Mukdahan,14467,Fair,31000.0,8
Yamaha,YZF-R15,300,Sport,Phatthalung,24884,Fair,34000.0,0
Yamaha,YZF-R15,160,Sport,Suphan Buri,46746,Fair,32600.0,8
Honda,CBR 300R,300,Sport,Samut Songkhram,45018,Broken,25000.0,14
Yamaha,Spark 110i,160,Underbone,Buri Ram,2618,Broken,30600.0,13
Vespa,Primavera,150,Scooter,Bangkok,20220,Excellent,69500.0,14
Honda,Wave 110i,110,Underbone,Satun,11257,Fair,29100.0,4
Honda,Click 160,155,Scooter,Chonburi,26860,Broken,30600.0,13
Vespa,Primavera,125,Scooter,Prachuap Khiri Khan,2741,Good,66200.0,5
Yamaha,YZF-R15,110,Sport,Narathiwat,48174,Good,34100.0,5
Honda,CBR 150R,155,Sport,Phrae,42367,Broken,23600.0,13
Suzuki,GSX R150,110,Sport,Phetchabun,32416,Broken,18100.0,14
Honda,Wave 125,110,Underbone,Lampang,31026,Broken,25100.0,13
Yamaha,Fin 115i,110,Underbone,Rayong,32553,Bad,32100.0,11
Honda,PCX 160,110,Scooter,Mukdahan,4682,Good,36100.0,6
Yamaha,GT 125,110,Scooter,Phichit,10238,Bad,37100.0,4
Yamaha,MT-15,125,Sport,Surin,19313,Excellent,37200.0,15
Suzuki,Smash,150,Underbone,Ratchaburi,25481,Good,26500.0,5
Yamaha,XSR155,2500,Sport,Loei,38353,Broken,999999.0,10
Honda,CBR 150R,155,Sport,Ang Thong,15669,Good,29600.0,12
Honda,Click 160,110,Scooter,Ayutthaya,16214,Fair,34100.0,9
Lambretta,Lambretta V,160,Scooter,Kamphaeng Phet,15476,Fair,59600.0,8
Honda,Wave 110i,155,Underbone,Pathum Thani,28752,Good,31600.0,6
Yamaha,Fin 115i,125,Underbone,Phrae,3380,Broken,30200.0,9
Lambretta,Lambretta V,150,Scooter,Lampang,8908,Broken,55500.0,11
Honda,Sonic 125,160,Underbone,Nong Bua Lamphu,30883,Fair,29600.0,14
Vespa,Sprints,300,Scooter,Mahasarakham,41578,Fair,66000.0,10
Suzuki,Raider 150,110,Sport,Singburi,18633,Fair,22100.0,8
Vespa,GTS,300,Scooter,Chai Nat,8490,Good,68000.0,12
Suzuki,Raider 150,125,Sport,Sukhothai,13466,Broken,18200.0,10
Honda,Sonic 125,300,Underbone,Ubon Ratchathani,13501,Broken,27000.0,1
Suzuki,J Crossover,125,Underbone,Mahasarakham,29110,Bad,22200.0,6
Yamaha,MT-15,300,Sport,Surin,46780,Broken,30000.0,12
Yamaha,GT 125,150,Scooter,Sa Kaeo,33373,Bad,37500.0,6
Lambretta,Lambretta V,150,Scooter,Lampang,28714,Excellent,64500.0,13
Honda,Click 125,110,Scooter,Chai Nat,45370,Excellent,39100.0,1
Lambretta,Lambretta X,110,Scooter,Chachoengsao,4587,Good,61100.0,0
,Dream 110,300,Underbone,Sa Kaeo,29393,,,14
Yamaha,NMax 155,155,Scooter,Chachoengsao,27435,Broken,35600.0,8
Suzuki,Raider 150,155,Sport,Phetchabun,19209,Fair,22600.0,7
Yamaha,YZF-R15,110,Sport,Yasothon,31562,Bad,30100.0,10
Yamaha,NMax 155,125,Scooter,Yasothon,10511,Excellent,44200.0,1
Vespa,Primavera,160,Scooter,Nakhon Phanom,43666,Fair,64600.0,3
Honda,CBR 300R,150,Sport,Chonburi,41919,Fair,27500.0,6
Honda,Wave 110i,300,Underbone,Samut Songkhram,40046,Broken,27000.0,13
Honda,Click 160,160,Scooter,Sakon Nakhon,28872,Excellent,39600.0,0
Vespa,Sprints,2000,Scooter,Pathum Thani,23605,Broken,999999.0,9
Suzuki,Raider 150,110,Sport,Chaiyaphum,44253,Excellent,27100.0,1
Yamaha,XSR155,160,Sport,Kamphaeng Phet,13468,Broken,28600.0,2
Yamaha,Spark 110i,110,Underbone,Kamphaeng Phet,14215,Good,36100.0,9
Yamaha,XSR155,125,Sport,Mahasarakham,29264,Broken,28200.0,8
Yamaha,Spark 110i,160,Underbone,Nakhon Si Thammarat,34024,Excellent,39600.0,15
,GSX R150,150,Sport,Ang Thong,7588,,,6
Vespa,Sprints,110,Scooter,Nan,9136,Excellent,69100.0,0
Honda,Click 160,110,Scooter,Ayutthaya,27948,Good,36100.0,8
Honda,Click 160,155,Scooter,Chanthaburi,11895,Excellent,39600.0,4
Yamaha,Spark 110i,300,Underbone,Kanchanaburi,6648,Fair,36000.0,5
Suzuki,J Crossover,110,Underbone,Nong Bua Lamphu,46330,Excellent,29100.0,2
Honda,Click 160,155,Scooter,Phitsanulok,49885,Fair,34600.0,8
Honda,Sonic 125,125,Underbone,Roi Et,33943,Broken,25200.0,9
Yamaha,Spark 110i,155,Underbone,Singburi,39989,Broken,30600.0,0
Honda,CBR 300R,150,Sport,Ubon Ratchathani,17248,Bad,25500.0,9
Lambretta,Lambretta V,155,Scooter,Mae Hong Son,15517,Fair,59600.0,1
Yamaha,Fin 115i,110,Underbone,Nakhon Ratchasima,46501,Bad,32100.0,1
Yamaha,YZF-R15,150,Sport,Saraburi,7744,Good,34500.0,4
Yamaha,NMax 155,155,Scooter,Sisaket,12653,Excellent,44600.0,4
Yamaha,YZF-R15,150,Sport,Sa Kaeo,46341,Broken,28500.0,14
Honda,Wave 110i,155,Underbone,Nan,17169,Bad,27600.0,9
Lambretta,Lambretta X,300,Scooter,Udon Thani,6044,Good,63000.0,3
Honda,Wave 125,300,Underbone,Khon Kaen,42460,Broken,27000.0,9
Honda,Sonic 125,110,Underbone,Chiang Rai,1426,Fair,29100.0,7
Suzuki,Raider 150,155,Sport,Phrae,16820,Broken,18600.0,8
Yamaha,Fin 115i,150,Underbone,Prachinburi,35765,Excellent,39500.0,0
Yamaha,Fin 115i,1000,Underbone,Tak,13037,Fair,1.0,8
Suzuki,Smash,110,Underbone,Satun,23044,Good,26100.0,9
Honda,PCX 160,150,Scooter,Phichit,4951,Bad,32500.0,14
Yamaha,MT-15,110,Sport,Nakhon Phanom,29870,Good,34100.0,6
Yamaha,MT-15,160,Sport,Nakhon Phanom,19026,Good,34600.0,9
Lambretta,Lambretta X,125,Scooter,Nakhon Si Thammarat,3784,Broken,55200.0,7
Suzuki,Smash,160,Underbone,Nakhon Phanom,48095,Fair,24600.0,0
Vespa,Primavera,125,Scooter,Lampang,21491,Excellent,69200.0,6
Honda,Click 125,125,Scooter,Lampang,48130,Excellent,39200.0,6
Yamaha,Spark 110i,160,Underbone,Nakhon Sawan,29060,Excellent,39600.0,15
Honda,CBR 300R,125,Sport,Amnat Charoen,12725,Broken,23200.0,4
Yamaha,XSR155,160,Sport,Tak,20862,Broken,28600.0,4
Suzuki,Smash,300,Underbone,Phrae,17209,Fair,26000.0,8
,XSR155,150,Sport,Phrae,10690,,,14
Yamaha,GT 125,300,Scooter,Chonburi,35727,Good,43000.0,13
Honda,PCX 160,150,Scooter,Tak,26195,Bad,32500.0,9
Suzuki,GSX R150,300,Sport,Tak,48013,Good,26000.0,9
Honda,PCX 160,155,Scooter,Narathiwat,39825,Excellent,39600.0,11
Honda,PCX 160,125,Scooter,Samut Songkhram,49165,Excellent,39200.0,3
Honda,CBR 300R,155,Sport,Nan,10482,Good,29600.0,13
Honda,PCX 160,110,Scooter,Chanthaburi,39488,Excellent,39100.0,7
Honda,PCX 160,160,Scooter,Phetchaburi,632,Good,36600.0,13
Yamaha,MT-15,125,Sport,Trang,23678,Fair,32200.0,10
Honda,CBR 300R,300,Sport,Rayong,14204,Good,31000.0,0
Yamaha,Fin 115i,155,Underbone,Loei,14757,Bad,32600.0,6
Yamaha,Spark 110i,150,Underbone,Chachoengsao,4292,Excellent,39500.0,3
Suzuki,Smash,110,Underbone,Lampang,10637,Broken,20100.0,13
Honda,Wave 125,125,Underbone,Trang,3210,Good,31200.0,14
Honda,Wave 125,150,Underbone,Kanchanaburi,27599,Bad,27500.0,2
,CBR 300R,300,Sport,Surat Thani,32472,,,4
Vespa,GTS,155,Scooter,Songkhla,20222,Broken,60600.0,13
Yamaha,YZF-R15,300,Sport,Ratchaburi,44002,Fair,34000.0,12
Vespa,Primavera,155,Scooter,Mae Hong Son,48731,Bad,62600.0,0
Yamaha,GT 125,125,Scooter,Pattani,29735,Fair,39200.0,7
Vespa,Primavera,155,Scooter,Chiang Mai,34921,Fair,64600.0,8
Vespa,Sprints,150,Scooter,Loei,42713,Bad,62500.0,10
Honda,Wave 110i,110,Underbone,Songkhla,17147,Good,31100.0,11
Honda,CBR 150R,300,Sport,Phrae,26780,Bad,27000.0,10
Honda,PCX 160,150,Scooter,Prachuap Khiri Khan,20187,Excellent,39500.0,15
Yamaha,YZF-R15,110,Sport,Chanthaburi,30598,Bad,30100.0,3
Yamaha,Spark 110i,110,Underbone,Phatthalung,18127,Excellent,39100.0,14
Yamaha,GT 125,125,Scooter,Phayao,43355,Fair,39200.0,5
Yamaha,YZF-R15,110,Sport,Phitsanulok,16437,Fair,32100.0,8
Honda,Click 160,155,Scooter,Amnat Charoen,4733,Good,36600.0,2
Yamaha,GT 125,160,Scooter,Nakhon Sawan,25727,Fair,39600.0,14
Suzuki,J Crossover,300,Underbone,Mukdahan,6416,Good,28000.0,14
Vespa,GTS,125,Scooter,Amnat Charoen,23530,Fair,64200.0,13
Yamaha,YZF-R15,110,Sport,Ubon Ratchathani,11576,Fair,32100.0,1
Yamaha,MT-15,150,Sport,Phayao,49923,Broken,28500.0,9
Suzuki,J Crossover,110,Underbone,Chonburi,1865,Bad,22100.0,13
Vespa,Sprints,125,Scooter,Phrae,5317,Fair,64200.0,10
Vespa,Sprints,155,Scooter,Phrae,20850,Excellent,69600.0,15
Honda,CBR 150R,150,Sport,Singburi,28532,Fair,27500.0,7
,Spark 110i,125,Underbone,Surin,49754,,,14
Suzuki,J Crossover,300,Underbone,Nonthaburi,23710,Fair,26000.0,8
Yamaha,GT 125,300,Scooter,Nakhon Nayok,8795,Bad,39000.0,5
Vespa,Primavera,110,Scooter,Surin,40918,Bad,62100.0,5
Vespa,Primavera,150,Scooter,Nakhon Si Thammarat,47655,Excellent,69500.0,11
Suzuki,J Crossover,160,Underbone,Saraburi,29988,Bad,22600.0,5
Vespa,GTS,155,Scooter,Sa Kaeo,12942,Bad,62600.0,5
Honda,Wave 110i,155,Underbone,Sukhothai,4454,Fair,29600.0,0
Suzuki,Raider 150,150,Sport,Sakon Nakhon,33262,Good,24500.0,8
Honda,Click 160,125,Scooter,Tak,13169,Excellent,39200.0,8
,YZF-R15,300,Sport,Nakhon Si Thammarat,21454,,,13
Honda,Dream 110,300,Underbone,Sa Kaeo,23948,Broken,27000.0,7
Honda,Click 125,150,Scooter,Surin,39147,Fair,34500.0,5
,GT 125,125,Scooter,Phrae,18536,,,0
Yamaha,Fin 115i,150,Underbone,Bangkok,40042,Bad,32500.0,14
Vespa,GTS,110,Scooter,Roi Et,8783,Broken,60100.0,3
Yamaha,GT 125,150,Scooter,Sakon Nakhon,20685,Bad,37500.0,0
Honda,CBR 150R,150,Sport,Samut Sakhon,37005,Good,29500.0,0
Yamaha,Fin 115i,2500,Underbone,Phetchabun,10717,Broken,1.0,2
Vespa,Sprints,160,Scooter,Phitsanulok,45643,Bad,62600.0,4
Honda,Dream 110,300,Underbone,Nakhon Ratchasima,26222,Fair,31000.0,8
Suzuki,J Crossover,125,Underbone,Chai Nat,34357,Broken,20200.0,8
Honda,Wave 110i,300,Underbone,Nakhon Nayok,24262,Broken,27000.0,13
Honda,PCX 160,125,Scooter,Pattaya,6938,Fair,34200.0,13
Suzuki,Smash,110,Underbone,Bangkok,15782,Excellent,29100.0,13
Suzuki,GSX R150,160,Sport,Kamphaeng Phet,23508,Broken,18600.0,12
Yamaha,YZF-R15,160,Sport,Trang,11338,Bad,30600.0,8
Suzuki,Smash,110,Underbone,Phatthalung,26179,Bad,22100.0,0
Vespa,Primavera,150,Scooter,Amnat Charoen,45896,Fair,64500.0,5
Honda,Wave 125,160,Underbone,Phayao,20462,Excellent,34600.0,15
Honda,PCX 160,155,Scooter,Chaiyaphum,4352,Bad,32600.0,6
Vespa,Primavera,150,Scooter,Sakon Nakhon,27019,Good,66500.0,7
Suzuki,Smash,125,Underbone,Sa Kaeo,41346,Good,26200.0,4
Honda,Wave 125,160,Underbone,Chonburi,32980,Fair,29600.0,7
Honda,Wave 110i,125,Underbone,Nakhon Phanom,22676,Broken,25200.0,12
Yamaha,Fin 115i,110,Underbone,Singburi,20072,Excellent,39100.0,2
Suzuki,Raider 150,125,Sport,Yala,20987,Fair,22200.0,4
Yamaha,Spark 110i,155,Underbone,Mahasarakham,28664,Bad,32600.0,14
Yamaha,XSR155,110,Sport,Nan,29264,Bad,30100.0,2
Yamaha,NMax 155,125,Scooter,Ratchaburi,44732,Fair,39200.0,1
Honda,Dream 110,300,Underbone,Phatthalung,27936,Fair,31000.0,2
Yamaha,NMax 155,150,Scooter,Ubon Ratchathani,48483,Fair,39500.0,1
Yamaha,MT-15,150,Sport,Suphan Buri,14864,Good,34500.0,10
,Wave 110i,150,Underbone,Saraburi,24625,,,3
,Fin 115i,300,Underbone,Prachinburi,32907,,,14
Suzuki,Smash,125,Underbone,Kalasin,10914,Good,26200.0,3
Yamaha,NMax 155,125,Scooter,Uthai Thani,4286,Good,41200.0,3
Honda,Click 160,110,Scooter,Ratchaburi,41931,Fair,34100.0,7
Lambretta,Lambretta V,125,Scooter,Roi Et,23431,Broken,55200.0,0
Vespa,Sprints,155,Scooter,Ratchaburi,45056,Good,66600.0,5
Honda,Dream 110,150,Underbone,Nong Bua Lamphu,32458,Excellent,34500.0,14
Lambretta,Lambretta V,160,Scooter,Kanchanaburi,19841,Bad,57600.0,3
Honda,CBR 150R,155,Sport,Prachinburi,20720,Broken,23600.0,4
Honda,Dream 110,160,Underbone,Mahasarakham,29754,Broken,25600.0,13
Honda,PCX 160,110,Scooter,Saraburi,35204,Broken,30100.0,3
Lambretta,Lambretta X,300,Scooter,Satun,9985,Excellent,66000.0,10
Honda,CBR 150R,155,Sport,Ayutthaya,18781,Broken,23600.0,11
Honda,Sonic 125,125,Underbone,Ratchaburi,43460,Fair,29200.0,15
Yamaha,XSR155,160,Sport,Chachoengsao,3571,Bad,30600.0,11
Suzuki,J Crossover,160,Underbone,Phayao,13856,Fair,24600.0,4
Lambretta,Lambretta X,125,Scooter,Samut Prakan,14804,Excellent,64200.0,10
Yamaha,Spark 110i,125,Underbone,Sakon Nakhon,14505,Excellent,39200.0,11
Yamaha,NMax 155,300,Scooter,Roi Et,10503,Fair,41000.0,9
Vespa,Primavera,150,Scooter,Kalasin,39918,Fair,64500.0,3
Yamaha,GT 125,125,Scooter,Uthai Thani,19562,Broken,35200.0,11
Honda,CBR 150R,110,Sport,Nong Khai,9815,Bad,25100.0,13
Honda,Sonic 125,125,Underbone,Chonburi,13342,Fair,29200.0,6
Suzuki,J Crossover,125,Underbone,Lopburi,32325,Broken,20200.0,9
Suzuki,GSX R150,155,Sport,Mukdahan,12184,Bad,20600.0,7
Suzuki,GSX R150,155,Sport,Mukdahan,42283,Excellent,27600.0,15
Honda,Sonic 125,155,Underbone,Ayutthaya,22002,Broken,25600.0,8
Lambretta,Lambretta V,110,Scooter,Nong Khai,11697,Broken,55100.0,2
Suzuki,J Crossover,300,Underbone,Kanchanaburi,933,Bad,24000.0,13
Yamaha,YZF-R15,155,Sport,Yasothon,49964,Fair,32600.0,6
Yamaha,GT 125,150,Scooter,Phichit,29807,Good,41500.0,8
Honda,Wave 125,155,Underbone,Chachoengsao,4093,Bad,27600.0,8
Honda,Click 125,125,Scooter,Trang,38298,Broken,30200.0,3
Suzuki,Raider 150,110,Sport,Loei,33518,Bad,20100.0,4
Suzuki,Raider 150,300,Sport,Samut Songkhram,23046,Excellent,29000.0,13
,MT-15,110,Sport,Surin,29448,,,15
Honda,Click 160,110,Scooter,Phang Nga,6954,Fair,34100.0,5
Yamaha,XSR155,160,Sport,Bangkok,44203,Excellent,37600.0,4
Yamaha,GT 125,160,Scooter,Yasothon,16897,Excellent,44600.0,0
Honda,Wave 110i,160,Underbone,Nan,2763,Fair,29600.0,3
Honda,Wave 110i,160,Underbone,Loei,43427,Fair,29600.0,13
Honda,Click 160,155,Scooter,Rayong,7311,Broken,30600.0,0
Yamaha,XSR155,150,Sport,Sa Kaeo,49307,Excellent,37500.0,0
Vespa,GTS,110,Scooter,Nakhon Si Thammarat,9566,Bad,62100.0,12
Suzuki,Raider 150,110,Sport,Yala,32440,Excellent,27100.0,11
Yamaha,Spark 110i,110,Underbone,Tak,34641,Bad,32100.0,15
Suzuki,Raider 150,125,Sport,Mukdahan,34738,Excellent,27200.0,14
Suzuki,GSX R150,125,Sport,Suphan Buri,556,Excellent,27200.0,13
Yamaha,GT 125,155,Scooter,Narathiwat,19536,Broken,35600.0,10
Honda,Sonic 125,155,Underbone,Rayong,13278,Excellent,34600.0,13
Yamaha,YZF-R15,155,Sport,Pattani,32875,Good,34600.0,11
Suzuki,Smash,300,Underbone,Mahasarakham,46012,Bad,24000.0,8
Yamaha,XSR155,155,Sport,Satun,37293,Fair,32600.0,4
Lambretta,Lambretta X,110,Scooter,Chiang Mai,10950,Broken,55100.0,8
Yamaha,Spark 110i,160,Underbone,Phitsanulok,25855,Excellent,39600.0,1
Vespa,Primavera,110,Scooter,Nong Khai,44164,Excellent,69100.0,7
,Raider 150,300,Sport,Phayao,36673,,,5
Honda,CBR 150R,2000,Sport,Chonburi,36788,Bad,1.0,5
Suzuki,Smash,125,Underbone,Ubon Ratchathani,21779,Broken,20200.0,15
Honda,Dream 110,160,Underbone,Buri Ram,3866,Good,31600.0,15
Yamaha,MT-15,110,Sport,Phrae,547,Broken,28100.0,1
Honda,CBR 150R,155,Sport,Nonthaburi,47976,Good,29600.0,7
Honda,Click 125,110,Scooter,Udon Thani,17247,Fair,34100.0,1
Honda,Sonic 125,110,Underbone,Sakon Nakhon,29138,Bad,27100.0,3
Yamaha,YZF-R15,155,Sport,Lampang,14096,Excellent,37600.0,4
Yamaha,MT-15,110,Sport,Bangkok,48536,Fair,32100.0,10
Lambretta,Lambretta X,150,Scooter,Kanchanaburi,33511,Bad,57500.0,4
Honda,Click 160,125,Scooter,Sukhothai,20297,Good,36200.0,1
Yamaha,NMax 155,155,Scooter,Pattani,13221,Good,41600.0,15
Yamaha,XSR155,125,Sport,Narathiwat,32012,Good,34200.0,14
Lambretta,Lambretta X,150,Scooter,Khon Kaen,10675,Good,61500.0,2
Vespa,Sprints,300,Scooter,Phayao,41023,Fair,66000.0,2
Yamaha,NMax 155,155,Scooter,Sakon Nakhon,31932,Broken,35600.0,6
Yamaha,Fin 115i,125,Underbone,Satun,35637,Bad,32200.0,5
Honda,CBR 150R,125,Sport,Sukhothai,3610,Broken,23200.0,2
Vespa,GTS,2500,Scooter,Kanchanaburi,29829,Bad,1.0,15
Suzuki,J Crossover,150,Underbone,Phetchabun,39884,Bad,22500.0,7
Yamaha,MT-15,125,Sport,Mae Hong Son,40439,Excellent,37200.0,4
Yamaha,GT 125,155,Scooter,Prachuap Khiri Khan,17030,Fair,39600.0,15
Honda,CBR 150R,300,Sport,Chanthaburi,24526,Fair,29000.0,6
Yamaha,YZF-R15,125,Sport,Amnat Charoen,39357,Good,34200.0,1
Yamaha,YZF-R15,110,Sport,Nan,20263,Good,34100.0,11
Honda,CBR 150R,300,Sport,Bangkok,25618,Good,31000.0,10
Yamaha,XSR155,110,Sport,Nakhon Sawan,40968,Fair,32100.0,15
Yamaha,MT-15,155,Sport,Nakhon Pathom,7240,Bad,30600.0,15
Honda,PCX 160,160,Scooter,Songkhla,34730,Fair,34600.0,8
Honda,Wave 110i,300,Underbone,Phatthalung,33465,Excellent,36000.0,13
Suzuki,Raider 150,150,Sport,Phitsanulok,16706,Excellent,27500.0,0
Honda,CBR 150R,125,Sport,Samut Songkhram,35737,Broken,23200.0,10
,Wave 125,160,Underbone,Mahasarakham,7198,,,11
Yamaha,MT-15,110,Sport,Chiang Rai,2383,Broken,28100.0,9
Suzuki,Raider 150,160,Sport,Phichit,40090,Fair,22600.0,12
Yamaha,XSR155,160,Sport,Sakon Nakhon,16497,Broken,28600.0,13
Honda,Click 125,155,Scooter,Nakhon Ratchasima,31637,Good,36600.0,10
Honda,Click 160,155,Scooter,Ratchaburi,36322,Good,36600.0,2
Honda,CBR 300R,2000,Sport,Rayong,49274,Good,999999.0,10
Honda,Dream 110,110,Underbone,Phrae,17995,Good,31100.0,15
Honda,Click 125,110,Scooter,Chai Nat,29351,Good,36100.0,11
Yamaha,XSR155,300,Sport,Phuket,49185,Good,36000.0,13
,Spark 110i,150,Underbone,Amnat Charoen,45992,,,4
Suzuki,J Crossover,155,Underbone,Roi Et,42103,Excellent,29600.0,9
Honda,Dream 110,110,Underbone,Phayao,25912,Broken,25100.0,2
Vespa,GTS,300,Scooter,Phuket,46864,Good,68000.0,2
Suzuki,J Crossover,125,Underbone,Pathum Thani,47629,Good,26200.0,7
,Lambretta X,110,Scooter,Phatthalung,4882,,,9
Yamaha,Fin 115i,160,Underbone,Pattaya,48630,Good,36600.0,0
Yamaha,MT-15,155,Sport,Nonthaburi,42598,Broken,28600.0,10
Honda,Click 160,160,Scooter,Trat,39684,Bad,32600.0,6
Honda,Click 125,300,Scooter,Yasothon,37905,Bad,34000.0,7
Vespa,Sprints,150,Scooter,Mae Hong Son,34086,Good,66500.0,15
,GT 125,155,Scooter,Kamphaeng Phet,16454,,,6
Yamaha,XSR155,110,Sport,Prachuap Khiri Khan,35304,Excellent,37100.0,2
Yamaha,Fin 115i,160,Underbone,Prachinburi,39567,Bad,32600.0,10
Yamaha,NMax 155,125,Scooter,Nakhon Ratchasima,10429,Good,41200.0,6
Lambretta,Lambretta X,110,Scooter,Surin,24262,Good,61100.0,12
Honda,Wave 125,150,Underbone,Mae Hong Son,36197,Excellent,34500.0,7
Lambretta,Lambretta X,125,Scooter,Sa Kaeo,38844,Good,61200.0,12
Honda,CBR 150R,160,Sport,Nan,4366,Broken,23600.0,11
Honda,Wave 110i,125,Underbone,Kanchanaburi,37685,Fair,29200.0,12
Honda,Wave 110i,110,Underbone,Mahasarakham,46140,Good,31100.0,5
Honda,Sonic 125,155,Underbone,Phang Nga,41538,Bad,27600.0,11
,GT 125,125,Scooter,Kalasin,33303,,,14
Yamaha,MT-15,160,Sport,Phatthalung,35949,Broken,28600.0,3
Honda,Wave 125,125,Underbone,Phrae,25055,Excellent,34200.0,5
Yamaha,Spark 110i,155,Underbone,Trang,14611,Good,36600.0,0
Honda,Wave 125,110,Underbone,Trang,29476,Fair,29100.0,8
Vespa,Primavera,155,Scooter,Pattaya,23600,Good,66600.0,1
Honda,Dream 110,155,Underbone,Rayong,9280,Good,31600.0,8
Vespa,Primavera,110,Scooter,Nakhon Si Thammarat,45688,Broken,60100.0,15
Suzuki,J Crossover,150,Underbone,Khon Kaen,33188,Broken,20500.0,15
Suzuki,J Crossover,300,Underbone,Phayao,31759,Fair,26000.0,10
Suzuki,GSX R150,300,Sport,Samut Prakan,2517,Bad,22000.0,14
Yamaha,Spark 110i,125,Underbone,Ranong,18394,Excellent,39200.0,9
Honda,Wave 125,155,Underbone,Phichit,49481,Bad,27600.0,11
Suzuki,J Crossover,160,Underbone,Bangkok,34764,Excellent,29600.0,11
Yamaha,Spark 110i,125,Underbone,Sisaket,6009,Excellent,39200.0,7
Suzuki,J Crossover,125,Underbone,Lamphun,24730,Excellent,29200.0,0
,Fin 115i,110,Underbone,Sa Kaeo,38674,,,8
Suzuki,Smash,125,Underbone,Amnat Charoen,30713,Fair,24200.0,10
Honda,Wave 110i,110,Underbone,Phayao,16613,Bad,27100.0,8
Lambretta,Lambretta V,150,Scooter,Mukdahan,18779,Broken,55500.0,3
Vespa,Primavera,155,Scooter,Phitsanulok,42103,Fair,64600.0,10
Suzuki,GSX R150,155,Sport,Nonthaburi,3869,Fair,22600.0,4
Lambretta,Lambretta V,155,Scooter,Phang Nga,7864,Fair,59600.0,2
,Wave 125,155,Underbone,Nonthaburi,39402,,,2
Suzuki,J Crossover,160,Underbone,Chaiyaphum,6981,Bad,22600.0,14
,GT 125,125,Scooter,Kalasin,43162,,,1
Lambretta,Lambretta X,300,Scooter,Phichit,6596,Bad,59000.0,1
Honda,Dream 110,160,Underbone,Loei,45701,Broken,25600.0,6
Yamaha,YZF-R15,155,Sport,Kalasin,38829,Fair,32600.0,3
Yamaha,MT-15,155,Sport,Nakhon Ratchasima,43477,Bad,30600.0,4
Honda,Click 125,110,Scooter,Trat,25315,Bad,32100.0,14
Yamaha,Fin 115i,110,Underbone,Phitsanulok,27882,Fair,34100.0,12
Honda,CBR 300R,150,Sport,Buri Ram,44245,Bad,25500.0,15
Vespa,Primavera,110,Scooter,Buri Ram,22606,Good,66100.0,0
Vespa,Sprints,300,Scooter,Nong Khai,46710,Good,68000.0,14
